-5.2249	-6.5988	-2.629	0.6561	1.8112	6.1423	-1.833	-0.41042
-4.5078	-7.3414	-1.3403	2.0302	-0.88305	6.0878	-5.4883	-2.4241
-3.6988	-6.7033	-2.6084	0.26231	-4.1138	4.2722	-11.006	-7.1999
-2.7499	-5.9505	-5.712	-1.3912	-5.0578	2.2458	-14.799	-12.617
-2.1584	-6.1543	-7.0963	-1.4117	-3.8858	1.3905	-14.171	-13.948
-2.1097	-6.8154	-6.6902	-0.75585	-3.6197	2.7739	-10.205	-10.118
-2.346	-6.3077	-8.0837	-0.33075	-5.026	5.3619	-5.4845	-4.7885
-3.1888	-4.2012	-8.787	-0.29071	-5.4111	6.4533	-2.1973	-2.1327
-4.1091	-2.2188	-5.9512	-1.1909	-3.6531	5.004	-2.7149	-4.4132
-3.6082	-1.3615	-4.6346	-4.1578	-2.5181	2.8196	-7.7043	-10.047
-2.2036	-1.0736	-6.1691	-7.6845	-3.6367	2.437	-13.339	-13.319
-1.6895	-1.5468	-4.327	-7.8103	-5.2239	3.5467	-16.083	-12.777
-2.2543	-2.5571	1.1449	-5.6386	-6.4891	3.2746	-19.126	-15.378
-3.26	-2.2112	3.9186	-7.1538	-8.9074	0.73312	-26.139	-24.681
-4.4865	-0.25667	2.1602	-12.258	-12.04	-2.1001	-32.711	-34.173
-5.3521	1.0118	-0.14769	-14.418	-13.181	-3.956	-32.507	-37.453
-5.1162	0.97732	0.43711	-12.426	-12.051	-4.7105	-26.006	-34.232
-3.6319	1.3496	2.7374	-10.595	-10.649	-3.9503	-17.441	-25.963
-1.7072	2.2901	2.9987	-9.6974	-9.4104	-2.2634	-9.2271	-14.519
-0.82507	2.0697	0.11607	-8.5618	-7.9867	-1.2469	-2.4518	-3.2781
-1.6274	0.78856	-3.1874	-9.4239	-7.7114	-1.5494	1.1677	4.2113
-3.2863	0.54046	-4.1164	-13.67	-9.1564	-2.0747	0.67946	5.6264
-4.4102	1.254	-3.2973	-17.918	-10.807	-1.5135	-2.6602	0.94783
-3.8994	1.1625	-3.1313	-18.654	-12.466	-0.30813	-7.5753	-7.2007
-2.2354	0.68662	-2.6252	-15.763	-14.29	0.25804	-13.238	-15.677
-1.5162	1.3822	0.050599	-11.987	-13.642	-0.13731	-16.268	-23.014
-2.0974	2.5879	1.7071	-10.902	-9.4529	-1.1646	-13.421	-27.897
-1.8986	2.4707	-1.1053	-12.22	-5.3482	-2.2039	-7.768	-27.868
-0.89888	1.0438	-5.8507	-11.725	-3.4715	-1.6244	-4.2864	-22.398
-1.6962	-0.079707	-7.9111	-8.5985	-2.1116	0.98376	-3.3033	-15.491
-4.3586	-0.41953	-5.4778	-7.1866	-1.1053	2.6327	-4.0798	-12.255
-5.5463	-1.3104	-0.77329	-9.621	-2.0882	0.21832	-7.36	-13.86
-3.7916	-2.9055	1.5035	-12.989	-4.5492	-5.3587	-11.233	-17.121
-1.5459	-3.318	0.39076	-14.428	-7.0024	-10.51	-11.959	-17.844
-1.0698	-1.9263	-1.4599	-14.905	-9.0649	-13.249	-9.4152	-15.026
-1.6853	-0.60471	-3.574	-16.492	-10.165	-13.878	-6.7036	-12.154
-1.6832	-0.78946	-5.0231	-18.086	-9.9644	-13.521	-6.695	-13.975
-1.2988	-1.669	-3.0413	-17.297	-10.502	-13.76	-10.159	-21.417
-2.1146	-2.04	-1.0244	-14.669	-13.509	-15.348	-14.409	-29.716
-3.6941	-1.9813	-3.5686	-13.118	-15.803	-16.176	-14.65	-31.957
-3.6993	-1.9764	-4.7551	-13.521	-12.552	-13.542	-9.6986	-25.412
-1.9014	-1.6578	1.1445	-12.908	-4.9804	-8.6135	-3.9091	-14.483
-0.45858	-0.41832	6.6494	-8.988	0.55433	-4.8629	-0.87187	-5.5972
-0.46299	1.1918	4.2595	-4.0959	1.4005	-2.9871	0.0037988	-0.36308
-1.7476	1.5055	-0.4156	-1.3275	0.89893	-1.2437	-0.42622	2.5445
-3.4565	0.067643	-0.75679	-0.29918	1.9013	0.45724	-1.5315	2.5227
-3.5893	-1.2276	0.05848	0.22523	3.1883	0.52402	-1.2465	-0.49237
-1.6454	-1.0324	-2.8272	-0.45978	2.509	-1.6413	-0.43521	-4.7032
-0.22214	-0.43255	-6.807	-3.7915	-0.56438	-4.6179	-3.1563	-9.5345
-1.0088	-0.63802	-4.7389	-9.0774	-4.9379	-5.8427	-8.8515	-14.238
-2.4113	-0.93992	4.1334	-12.113	-8.7765	-4.1261	-11.66	-15.929
-3.1028	0.12756	10.317	-9.7616	-10.017	-1.0618	-8.339	-12.647
-3.8871	2.4338	7.2967	-4.5049	-7.9229	1.2462	-1.1313	-5.1089
-4.9053	4.0001	1.563	-0.81233	-4.3612	2.7928	6.2268	4.5928
-4.9486	3.9223	-0.72128	0.11643	-1.6094	5.0595	11.672	13.914
-4.0085	3.9874	-2.6952	-0.26768	0.43877	8.4271	14.327	20.625
-2.9091	5.2425	-4.2631	-0.79224	2.6485	10.609	13.217	22.096
-1.3997	5.5944	-0.50374	-1.0613	4.2586	9.7003	8.8215	16.815
-0.53183	3.6284	4.9369	-0.77739	4.3722	7.7817	4.1894	8.371
-2.8402	1.4302	4.192	0.10253	3.4377	7.5574	1.8346	2.1406
-6.9866	0.82075	-0.90079	1.0048	2.2071	8.3192	0.27613	-2.0943
-8.4923	0.59303	-4.9923	1.1518	1.0572	8.3698	-3.5529	-7.181
-6.8321	0.42557	-9.1577	-0.54919	0.20627	7.8353	-8.0742	-10.502
-5.4631	1.8939	-13.118	-4.9783	-0.29809	7.5581	-8.4404	-8.0079
-5.7373	3.2509	-11.39	-10.19	-0.21438	7.9837	-3.9905	-1.8063
-6.2022	1.2521	-4.0275	-11.149	1.5971	8.981	2.8229	4.8314
-6.1549	-1.2535	2.2533	-4.8535	5.8653	10.294	11.723	12.426
-6.4237	0.46517	4.6922	4.281	10.491	12.029	19.595	18.401
-6.9484	3.625	4.963	7.6313	12.435	13.125	18.596	16.141
-6.3236	3.0231	3.8503	3.4256	12.273	11.419	8.3872	5.9347
-4.8094	0.030756	3.1309	-1.0752	12.25	6.9217	-1.5213	-4.6881
-4.0458	-1.0685	5.4389	-2.8448	11	2.3997	-5.9039	-11.968
-3.7032	0.42815	9.7112	-7.3738	6.2756	-0.34334	-8.4599	-17.237
-2.2684	2.6149	11.883	-15.498	0.022974	-2.1015	-12.345	-20.438
0.22387	3.9878	9.9033	-20.43	-5.0769	-4.0059	-15.88	-20.3
3.2261	4.1047	5.644	-19.941	-9.4041	-5.8332	-15.814	-17.67
6.1176	3.2886	1.8385	-18.274	-12.693	-6.3884	-10.073	-13.575
6.9704	3.0767	-1.1788	-17.473	-11.861	-4.3552	0.077304	-6.7108
5.5663	4.7759	-4.4928	-15.783	-6.0849	-0.030524	9.4326	2.9047
5.253	6.2683	-7.6699	-11.232	-0.44011	3.052	12.812	9.7466
7.5403	5.0684	-9.312	-4.7717	-0.38755	1.9315	10.293	8.3983
8.5619	3.9079	-8.7196	-0.65564	-4.0392	-0.3067	6.1787	2.1184
5.4492	5.5314	-5.7916	-1.4681	-5.2117	0.88213	1.9884	-2.6394
1.5691	6.4792	-1.4428	-4.5908	-3.5073	3.5796	-5.1726	-6.4812
0.84413	3.9816	1.7816	-5.9673	-2.8866	3.5723	-14.578	-11.587
1.6505	0.99529	1.6901	-4.4174	-2.8773	2.0258	-19.349	-13.488
0.8104	0.21596	-1.2759	-1.5555	-1.3322	2.0234	-16.714	-9.2809
-0.61959	0.71189	-5.4553	0.46429	-0.9461	2.8435	-12.404	-4.1131
-0.97687	1.1875	-9.0008	2.4344	-3.2449	3.5583	-9.0584	0.1597
-1.9413	1.2648	-9.1262	7.9168	-2.8341	6.0722	-1.0591	8.3072
-3.5978	0.39681	-4.9911	16.285	3.3371	10.193	12.039	17.66
-2.983	-1.7307	-0.6089	21.121	9.3127	11.985	20.913	19.227
-1.0458	-3.9172	0.6295	20.13	10.243	10.66	21.855	14.976
-1.6213	-4.2781	0.55891	18.021	9.701	10.115	20.51	14.182
-3.1934	-3.361	1.5231	16.805	10.74	11.108	17.941	15.678
-2.3939	-3.3435	3.3562	14.268	10.719	10.518	10.875	12.125
-1.351	-4.2005	5.8521	11.578	8.3709	8.2781	3.0339	4.558
-2.7291	-4.5253	8.9384	11.433	5.3984	7.1213	0.62344	0.23809
-4.0202	-4.3896	10.941	12.332	2.1258	7.2977	2.8641	2.356
-2.2859	-4.493	10.044	11.68	-0.90986	7.3973	5.3586	8.443
0.67496	-4.6567	6.0628	10.05	-1.3064	7.8225	6.7887	15.739
1.2909	-3.9689	0.71996	9.9113	1.7086	9.7068	10.106	23.368
-0.65711	-2.1396	-2.8258	12.201	6.254	11.89	17.519	28.8
-1.7446	-1.4702	-2.8053	14.41	9.9982	11.456	24.026	27.202
0.50423	-3.8371	-0.77516	13.696	11.692	8.0988	22.393	18.457
4.359	-5.8905	0.8727	11.539	11.264	4.9745	14.816	8.8677
6.0153	-4.1909	2.0387	10.558	8.7775	3.7631	8.7133	2.1557
4.2092	-1.9584	2.2499	8.953	4.8869	3.2113	4.1818	-3.3816
1.4881	-2.8548	-1.1779	5.1053	2.132	3.2052	-1.6324	-6.9178
-0.021696	-4.2065	-7.8032	2.7999	1.5922	4.5208	-5.1858	-4.7169
-0.68647	-2.911	-11.685	4.4767	0.17063	5.5386	-2.6612	1.7689
-0.5044	-0.81769	-8.4976	6.8661	-2.7773	5.0023	3.5655	8.1632
0.86032	-0.51095	-2.7372	8.1866	-2.4353	4.733	10.313	14.16
1.9281	-1.7648	-2.3995	10.555	2.2774	5.3846	16.322	19.652
1.5838	-3.1104	-6.9707	13.463	6.0466	5.1833	20.269	21.182
1.1161	-3.5707	-7.9007	13.897	6.621	4.1073	22.073	17.675
2.0029	-3.517	-1.9048	11.92	6.3764	3.2309	21.524	11.986
4.1548	-4.4778	5.516	10.086	5.418	1.7629	16.72	5.5194
6.2648	-6.5078	9.1243	8.7353	2.7734	-1.0076	8.4652	-1.7517
7.2378	-7.2068	8.1118	5.4244	0.3177	-3.7732	0.70545	-7.4482
7.3873	-5.0809	4.9338	-0.51103	-0.4065	-4.9946	-4.9391	-9.0737
6.9293	-1.8224	2.6141	-5.818	-1.0521	-4.2871	-9.2131	-7.7352
5.6499	0.095738	1.8403	-7.5813	-2.9567	-2.5863	-12.242	-5.602
4.988	0.36367	2.027	-6.2154	-4.5753	-1.7883	-13.99	-2.7235
6.2047	0.23647	1.9958	-3.5957	-4.9221	-2.8322	-13.387	0.77037
7.3259	0.53799	-0.83891	-1.3756	-4.1455	-3.4854	-7.8205	3.3297
5.9354	1.0948	-5.303	0.41766	-0.52473	-0.83521	1.5613	4.3104
2.7663	1.4851	-5.5641	2.9795	5.318	2.8596	7.5701	3.3568
0.34205	1.5758	-1.4455	5.2547	7.4144	2.3541	6.0108	-0.96823
0.17502	1.2708	1.8919	5.411	4.5749	-1.9341	1.7414	-7.8725
1.1399	0.19254	3.8171	5.4944	3.2713	-4.8248	-0.90915	-13.544
0.84364	-1.6987	5.4574	7.1766	4.8455	-4.7754	-5.4812	-16.239
-0.45886	-3.335	5.0346	7.0727	4.5793	-4.0799	-14.124	-17.056
-0.52846	-3.5549	4.7029	2.5794	2.1382	-4.2655	-21.53	-16.675
0.30943	-2.5858	8.9688	-3.1704	-0.3807	-5.8704	-24.054	-15.389
